"";"Município";"dom";"int";"cod_mun"
"2258";"iracema";0;0;"2306009"
"2259";"iracema do oeste";0;0;"4110656"
"2260";"iracemápolis";0;0;"3521408"
"2261";"iraceminha";0;0;"4207759"
"2262";"iraí";0;0;"4310504"
"2263";"iraí de minas";0;0;"3131604"
"2264";"irajuba";0;0;"2914208"
"2265";"iramaia";0;0;"2914307"
"2266";"iranduba";0;0;"1301852"
"2267";"irani";0;0;"4207809"
"2268";"irapuã";0;0;"3521507"
"2269";"irapuru";0;0;"3521606"
"2270";"iraquara";0;0;"2914406"
"2271";"irará";0;0;"2914505"
"2272";"irati";0;0;"4110706"
"2273";"irati";0;0;"4207858"
"2274";"irauçuba";0;0;"2306108"
"2275";"irecê";0;0;"2914604"
"2276";"iretama";0;0;"4110805"
"2277";"irineópolis";0;0;"4207908"
"2278";"irituia";0;0;"1503507"
"2279";"irupi";0;0;"3202652"
"2280";"isaías coelho";0;0;"2204907"
"2281";"israelândia";0;0;"5210307"
"2282";"itá";0;0;"4208005"
"2283";"itaara";0;0;"4310538"
"2284";"itabaiana";0;0;"2506905"
"2285";"itabaiana";0;0;"2802908"
"2286";"itabaianinha";0;0;"2803005"
"2287";"itabela";0;0;"2914653"
"2288";"itaberá";0;0;"3521705"
"2289";"itaberaba";0;0;"2914703"
"2290";"itaberaí";0;0;"5210406"
"2291";"itabi";0;0;"2803104"
"2292";"itabira";0;0;"3131703"
"2293";"itabirinha";0;0;"3131802"
"2294";"itabirito";0;0;"3131901"
"2295";"itaboraí";0;0;"3301900"
"2296";"itabuna";0;0;"2914802"
"2297";"itacajá";0;0;"1710508"
"2298";"itacambira";0;0;"3132008"
"2299";"itacarambi";0;0;"3132107"
"2300";"itacaré";0;0;"2914901"
"2301";"itacoatiara";0;0;"1301902"
"2302";"itacuruba";0;0;"2607406"
"2303";"itacurubi";0;0;"4310553"
"2304";"itaeté";0;0;"2915007"
"2305";"itagi";0;0;"2915106"
"2306";"itagibá";0;0;"2915205"
"2307";"itagimirim";0;0;"2915304"
"2308";"itaguaçu";0;0;"3202702"
"2309";"itaguaçu da bahia";0;0;"2915353"
"2310";"itaguaí";0;0;"3302007"
"2311";"itaguajé";0;0;"4110904"
"2312";"itaguara";0;0;"3132206"
"2313";"itaguari";0;0;"5210562"
"2314";"itaguaru";0;0;"5210604"
"2315";"itaguatins";0;0;"1710706"
"2316";"itaí";0;0;"3521804"
"2317";"itaíba";0;0;"2607505"
"2318";"itaiçaba";0;0;"2306207"
"2319";"itainópolis";0;0;"2205003"
"2320";"itaiópolis";0;0;"4208104"
"2321";"itaipava do grajaú";0;0;"2105351"
"2322";"itaipé";0;0;"3132305"
"2323";"itaipulândia";0;0;"4110953"
"2324";"itaitinga";0;0;"2306256"
"2325";"itaituba";18;0;"1503606"
"2326";"itajá";0;0;"2404853"
"2327";"itajá";0;0;"5210802"
"2328";"itajaí";0;0;"4208203"
"2329";"itajobi";0;0;"3521903"
"2330";"itaju";0;0;"3522000"
"2331";"itaju do colônia";0;0;"2915403"
"2332";"itajubá";0;0;"3132404"
"2333";"itajuípe";0;0;"2915502"
"2334";"italva";0;0;"3302056"
"2335";"itamaraju";0;0;"2915601"
"2336";"itamarandiba";0;0;"3132503"
"2337";"itamarati";0;0;"1301951"
"2338";"itamarati de minas";0;0;"3132602"
"2339";"itamari";0;0;"2915700"
"2340";"itambacuri";0;0;"3132701"
"2341";"itambaracá";0;0;"4111001"
"2342";"itambé";0;0;"2607653"
"2343";"itambé";0;0;"2915809"
"2344";"itambé";0;0;"4111100"
"2345";"itambé do mato dentro";0;0;"3132800"
"2346";"itamogi";0;0;"3132909"
"2347";"itamonte";0;0;"3133006"
"2348";"itanagra";0;0;"2915908"
"2349";"itanhaém";0;0;"3522109"
"2350";"itanhandu";0;0;"3133105"
"2351";"itanhangá";0;0;"5104542"
"2352";"itanhém";0;0;"2916005"
"2353";"itanhomi";0;0;"3133204"
"2354";"itaobim";0;0;"3133303"
"2355";"itaoca";0;0;"3522158"
"2356";"itaocara";0;0;"3302106"
"2357";"itapaci";0;0;"5210901"
"2358";"itapagipe";0;0;"3133402"
"2359";"itapajé";0;0;"2306306"
"2360";"itaparica";0;0;"2916104"
"2361";"itapé";0;0;"2916203"
"2362";"itapebi";0;0;"2916302"
"2363";"itapecerica";0;0;"3133501"
"2364";"itapecerica da serra";0;0;"3522208"
"2365";"itapecuru mirim";0;0;"2105401"
"2366";"itapejara d'oeste";0;0;"4111209"
"2367";"itapema";0;0;"4208302"
"2368";"itapemirim";0;0;"3202801"
"2369";"itaperuçu";0;0;"4111258"
"2370";"itaperuna";0;0;"3302205"
"2371";"itapetim";0;0;"2607703"
"2372";"itapetinga";0;0;"2916401"
"2373";"itapetininga";0;0;"3522307"
"2374";"itapeva";0;0;"3522406"
"2375";"itapeva";0;0;"3133600"
"2376";"itapevi";0;0;"3522505"
"2377";"itapicuru";0;0;"2916500"
"2378";"itapipoca";0;0;"2306405"
"2379";"itapira";0;0;"3522604"
"2380";"itapiranga";0;0;"1302009"
"2381";"itapiranga";0;0;"4208401"
"2382";"itapirapuã";0;0;"5211008"
"2383";"itapirapuã paulista";0;0;"3522653"
"2384";"itapiratins";0;0;"1710904"
"2385";"itapissuma";0;0;"2607752"
"2386";"itapitanga";0;0;"2916609"
"2387";"itapiúna";0;0;"2306504"
"2388";"itapoá";0;0;"4208450"
"2389";"itápolis";0;0;"3522703"
"2390";"itaporã";0;0;"5004502"
"2391";"itaporã do tocantins";0;0;"1711100"
"2392";"itaporanga";0;0;"2507002"
"2393";"itaporanga";0;0;"3522802"
"2394";"itaporanga d'ajuda";0;0;"2803203"
"2395";"itapororoca";0;0;"2507101"
"2396";"itapuã do oeste";0;0;"1101104"
"2397";"itapuca";0;0;"4310579"
"2398";"itapuí";0;0;"3522901"
"2399";"itapura";0;0;"3523008"
"2400";"itapuranga";0;0;"5211206"
"2401";"itaquaquecetuba";0;0;"3523107"
"2402";"itaquara";0;0;"2916708"
"2403";"itaqui";0;0;"4310603"
"2404";"itaquiraí";0;0;"5004601"
"2405";"itaquitinga";0;0;"2607802"
"2406";"itarana";0;0;"3202900"
"2407";"itarantim";0;0;"2916807"
"2408";"itararé";0;0;"3523206"
"2409";"itarema";0;0;"2306553"
"2410";"itariri";0;0;"3523305"
"2411";"itarumã";0;0;"5211305"
"2412";"itati";0;0;"4310652"
"2413";"itatiaia";0;0;"3302254"
"2414";"itatiaiuçu";0;0;"3133709"
"2415";"itatiba";0;0;"3523404"
"2416";"itatiba do sul";0;0;"4310702"
"2417";"itatim";0;0;"2916856"
"2418";"itatinga";0;0;"3523503"
"2419";"itatira";0;0;"2306603"
"2420";"itatuba";0;0;"2507200"
"2421";"itaú";0;0;"2404903"
"2422";"itaú de minas";0;0;"3133758"
"2423";"itaúba";0;0;"5104559"
"2424";"itaubal";0;0;"1600253"
"2425";"itauçu";0;0;"5211404"
"2426";"itaueira";0;0;"2205102"
"2427";"itaúna";0;0;"3133808"
"2428";"itaúna do sul";0;0;"4111308"
"2429";"itaverava";0;0;"3133907"
"2430";"itinga";0;0;"3134004"
"2431";"itinga do maranhão";0;0;"2105427"
"2432";"itiquira";0;0;"5104609"
"2433";"itirapina";0;0;"3523602"
"2434";"itirapuã";0;0;"3523701"
"2435";"itiruçu";0;0;"2916906"
"2436";"itiúba";0;0;"2917003"
"2437";"itobi";0;0;"3523800"
"2438";"itororó";0;0;"2917102"
"2439";"itu";0;0;"3523909"
"2440";"ituaçu";0;0;"2917201"
"2441";"ituberá";0;0;"2917300"
"2442";"itueta";0;0;"3134103"
"2443";"ituiutaba";0;0;"3134202"
"2444";"itumbiara";0;0;"5211503"
"2445";"itumirim";0;0;"3134301"
"2446";"itupeva";0;0;"3524006"
"2447";"itupiranga";0;0;"1503705"
"2448";"ituporanga";0;0;"4208500"
"2449";"iturama";0;0;"3134400"
"2450";"itutinga";0;0;"3134509"
"2451";"ituverava";0;0;"3524105"
"2452";"iuiu";0;0;"2917334"
"2453";"iúna";0;0;"3203007"
"2454";"ivaí";0;0;"4111407"
"2455";"ivaiporã";0;0;"4111506"
"2456";"ivaté";0;0;"4111555"
"2457";"ivatuba";0;0;"4111605"
"2458";"ivinhema";0;0;"5004700"
"2459";"ivolândia";0;0;"5211602"
"2460";"ivorá";0;0;"4310751"
"2461";"ivoti";0;0;"4310801"
"2462";"jaboatão dos guararapes";0;0;"2607901"
"2463";"jaborá";0;0;"4208609"
"2464";"jaborandi";0;0;"2917359"
"2465";"jaborandi";0;0;"3524204"
"2466";"jaboti";0;0;"4111704"
"2467";"jaboticaba";0;0;"4310850"
"2468";"jaboticabal";0;0;"3524303"
"2469";"jaboticatubas";0;0;"3134608"
"2470";"jaçanã";0;0;"2405009"
"2471";"jacaraci";0;0;"2917409"
"2472";"jacaraú";0;0;"2507309"
"2473";"jacaré dos homens";0;0;"2703403"
"2474";"jacareacanga";0;0;"1503754"
"2475";"jacareí";0;0;"3524402"
"2476";"jacarezinho";0;0;"4111803"
"2477";"jaci";0;0;"3524501"
"2478";"jaciara";0;0;"5104807"
"2479";"jacinto";0;0;"3134707"
"2480";"jacinto machado";0;0;"4208708"
"2481";"jacobina";0;0;"2917508"
"2482";"jacobina do piauí";0;0;"2205151"
"2483";"jacuí";0;0;"3134806"
"2484";"jacuípe";0;0;"2703502"
"2485";"jacuizinho";0;0;"4310876"
"2486";"jacundá";0;0;"1503804"
"2487";"jacupiranga";0;0;"3524600"
"2488";"jacutinga";0;0;"3134905"
"2489";"jacutinga";0;0;"4310900"
"2490";"jaguapitã";0;0;"4111902"
"2491";"jaguaquara";0;0;"2917607"
"2492";"jaguaraçu";0;0;"3135001"
"2493";"jaguarão";0;0;"4311007"
"2494";"jaguarari";0;0;"2917706"
"2495";"jaguaré";0;0;"3203056"
"2496";"jaguaretama";0;0;"2306702"
"2497";"jaguari";0;0;"4311106"
"2498";"jaguariaíva";0;0;"4112009"
"2499";"jaguaribara";0;0;"2306801"
"2500";"jaguaribe";0;0;"2306900"
"2501";"jaguaripe";0;0;"2917805"
"2502";"jaguariúna";0;0;"3524709"
"2503";"jaguaruana";0;0;"2307007"
"2504";"jaguaruna";53;0;"4208807"
"2505";"jaíba";0;0;"3135050"
"2506";"jaicós";0;0;"2205201"
"2507";"jales";0;0;"3524808"
"2508";"jambeiro";0;0;"3524907"
"2509";"jampruca";0;0;"3135076"
"2510";"janaúba";0;0;"3135100"
"2511";"jandaia";0;0;"5211701"
"2512";"jandaia do sul";0;0;"4112108"
"2513";"jandaíra";0;0;"2405108"
"2514";"jandaíra";0;0;"2917904"
"2515";"jandira";0;0;"3525003"
"2516";"janduís";0;0;"2405207"
"2517";"jangada";0;0;"5104906"
"2518";"janiópolis";0;0;"4112207"
"2519";"januária";0;0;"3135209"
"2520";"januário cicco";0;0;"2405306"
"2521";"japaraíba";0;0;"3135308"
"2522";"japaratinga";0;0;"2703601"
"2523";"japaratuba";0;0;"2803302"
"2524";"japeri";0;0;"3302270"
"2525";"japi";0;0;"2405405"
"2526";"japira";0;0;"4112306"
"2527";"japoatã";0;0;"2803401"
"2528";"japonvar";0;0;"3135357"
"2529";"japorã";0;0;"5004809"
"2530";"japurá";0;0;"1302108"
"2531";"japurá";0;0;"4112405"
"2532";"jaqueira";0;0;"2607950"
"2533";"jaquirana";0;0;"4311122"
"2534";"jaraguá";0;0;"5211800"
"2535";"jaraguá do sul";0;0;"4208906"
"2536";"jaraguari";0;0;"5004908"
"2537";"jaramataia";0;0;"2703700"
"2538";"jardim";0;0;"2307106"
"2539";"jardim";0;0;"5005004"
"2540";"jardim alegre";0;0;"4112504"
"2541";"jardim de angicos";0;0;"2405504"
"2542";"jardim de piranhas";0;0;"2405603"
"2543";"jardim do mulato";0;0;"2205250"
"2544";"jardim do seridó";0;0;"2405702"
"2545";"jardim olinda";0;0;"4112603"
"2546";"jardinópolis";0;0;"3525102"
"2547";"jardinópolis";0;0;"4208955"
"2548";"jari";0;0;"4311130"
"2549";"jarinu";0;0;"3525201"
"2550";"jaru";0;0;"1100114"
"2551";"jataí";0;0;"5211909"
"2552";"jataizinho";0;0;"4112702"
"2553";"jataúba";0;0;"2608008"
"2554";"jateí";0;0;"5005103"
"2555";"jati";0;0;"2307205"
"2556";"jatobá";0;0;"2105450"
"2557";"jatobá";0;0;"2608057"
"2558";"jatobá do piauí";0;0;"2205276"
"2559";"jaú";0;0;"3525300"
"2560";"jaú do tocantins";0;0;"1711506"
"2561";"jaupaci";0;0;"5212006"
"2562";"jauru";0;0;"5105002"
"2563";"jeceaba";0;0;"3135407"
"2564";"jenipapo de minas";0;0;"3135456"
"2565";"jenipapo dos vieiras";0;0;"2105476"
"2566";"jequeri";0;0;"3135506"
"2567";"jequiá da praia";0;0;"2703759"
"2568";"jequié";0;0;"2918001"
"2569";"jequitaí";0;0;"3135605"
"2570";"jequitibá";0;0;"3135704"
"2571";"jequitinhonha";0;0;"3135803"
"2572";"jeremoabo";0;0;"2918100"
"2573";"jericó";0;0;"2507408"
"2574";"jeriquara";0;0;"3525409"
"2575";"jerônimo monteiro";0;0;"3203106"
"2576";"jerumenha";0;0;"2205300"
"2577";"jesuânia";0;0;"3135902"
"2578";"jesuítas";0;0;"4112751"
"2579";"jesúpolis";0;0;"5212055"
"2580";"ji-paraná";26;0;"1100122"
"2581";"jijoca de jericoacoara";0;0;"2307254"
"2582";"jiquiriçá";0;0;"2918209"
"2583";"jitaúna";0;0;"2918308"
"2584";"joaçaba";0;0;"4209003"
"2585";"joaíma";0;0;"3136009"
"2586";"joanésia";0;0;"3136108"
"2587";"joanópolis";0;0;"3525508"
"2588";"joão alfredo";0;0;"2608107"
"2589";"joão câmara";0;0;"2405801"
"2590";"joão costa";0;0;"2205359"
"2591";"joão dias";0;0;"2405900"
"2592";"joão dourado";0;0;"2918357"
"2593";"joão lisboa";0;0;"2105500"
"2594";"joão monlevade";0;0;"3136207"
"2595";"joão neiva";0;0;"3203130"
"2596";"joão pessoa";392;5;"2507507"
"2597";"joão pinheiro";0;0;"3136306"
"2598";"joão ramalho";0;0;"3525607"
"2599";"joaquim felício";0;0;"3136405"
"2600";"joaquim gomes";0;0;"2703809"
"2601";"joaquim nabuco";0;0;"2608206"
"2602";"joaquim pires";0;0;"2205409"
"2603";"joaquim távora";0;0;"4112801"
"2604";"joca claudino";0;0;"2513653"
"2605";"joca marques";0;0;"2205458"
"2606";"jóia";0;0;"4311155"
"2607";"joinville";187;0;"4209102"
"2608";"jordânia";0;0;"3136504"
"2609";"jordão";0;0;"1200328"
"2610";"josé boiteux";0;0;"4209151"
"2611";"josé bonifácio";0;0;"3525706"
"2612";"josé da penha";0;0;"2406007"
"2613";"josé de freitas";0;0;"2205508"
"2614";"josé gonçalves de minas";0;0;"3136520"
"2615";"josé raydan";0;0;"3136553"
"2616";"joselândia";0;0;"2105609"
"2617";"josenópolis";0;0;"3136579"
"2618";"joviânia";0;0;"5212105"
"2619";"juara";0;0;"5105101"
"2620";"juarez távora";0;0;"2507606"
"2621";"juarina";0;0;"1711803"
"2622";"juatuba";0;0;"3136652"
"2623";"juazeirinho";0;0;"2507705"
"2624";"juazeiro";0;0;"2918407"
"2625";"juazeiro do norte";172;0;"2307304"
"2626";"juazeiro do piauí";0;0;"2205516"
"2627";"jucás";0;0;"2307403"
"2628";"jucati";0;0;"2608255"
"2629";"jucuruçu";0;0;"2918456"
"2630";"jucurutu";0;0;"2406106"
"2631";"juína";67;0;"5105150"
"2632";"juiz de fora";0;0;"3136702"
"2633";"júlio borges";0;0;"2205524"
"2634";"júlio de castilhos";0;0;"4311205"
"2635";"júlio mesquita";0;0;"3525805"
"2636";"jumirim";0;0;"3525854"
"2637";"junco do maranhão";0;0;"2105658"
"2638";"junco do seridó";0;0;"2507804"
"2639";"jundiá";0;0;"2406155"
"2640";"jundiá";0;0;"2703908"
"2641";"jundiaí";1;0;"3525904"
"2642";"jundiaí do sul";0;0;"4112900"
"2643";"junqueiro";0;0;"2704005"
"2644";"junqueirópolis";0;0;"3526001"
"2645";"jupi";0;0;"2608305"
"2646";"jupiá";0;0;"4209177"
"2647";"juquiá";0;0;"3526100"
"2648";"juquitiba";0;0;"3526209"
"2649";"juramento";0;0;"3136801"
"2650";"juranda";0;0;"4112959"
"2651";"jurema";0;0;"2205532"
"2652";"jurema";0;0;"2608404"
"2653";"juripiranga";0;0;"2507903"
"2654";"juru";0;0;"2508000"
"2655";"juruá";0;0;"1302207"
"2656";"juruaia";0;0;"3136900"
"2657";"juruena";0;0;"5105176"
"2658";"juruti";0;0;"1503903"
"2659";"juscimeira";0;0;"5105200"
"2660";"jussara";0;0;"2918506"
"2661";"jussara";0;0;"4113007"
"2662";"jussara";0;0;"5212204"
"2663";"jussari";0;0;"2918555"
"2664";"jussiape";0;0;"2918605"
"2665";"jutaí";0;0;"1302306"
"2666";"juti";0;0;"5005152"
"2667";"juvenília";0;0;"3136959"
"2668";"kaloré";0;0;"4113106"
"2669";"lábrea";6;0;"1302405"
"2670";"lacerdópolis";0;0;"4209201"
"2671";"ladainha";0;0;"3137007"
"2672";"ladário";0;0;"5005202"
"2673";"lafaiete coutinho";0;0;"2918704"
"2674";"lagamar";0;0;"3137106"
"2675";"lagarto";0;0;"2803500"
"2676";"lages";18;0;"4209300"
"2677";"lago da pedra";0;0;"2105708"
"2678";"lago do junco";0;0;"2105807"
"2679";"lago dos rodrigues";0;0;"2105948"
"2680";"lago verde";0;0;"2105906"
"2681";"lagoa";0;0;"2508109"
"2682";"lagoa alegre";0;0;"2205557"
"2683";"lagoa bonita do sul";0;0;"4311239"
"2684";"lagoa d'anta";0;0;"2406205"
"2685";"lagoa da canoa";0;0;"2704104"
"2686";"lagoa da confusão";0;0;"1711902"
"2687";"lagoa da prata";0;0;"3137205"
"2688";"lagoa de dentro";0;0;"2508208"
"2689";"lagoa de itaenga";0;0;"2608503"
"2690";"lagoa de pedras";0;0;"2406304"
"2691";"lagoa de são francisco";0;0;"2205573"
"2692";"lagoa de velhos";0;0;"2406403"
"2693";"lagoa do barro do piauí";0;0;"2205565"
"2694";"lagoa do carro";0;0;"2608453"
"2695";"lagoa do mato";0;0;"2105922"
"2696";"lagoa do ouro";0;0;"2608602"
"2697";"lagoa do piauí";0;0;"2205581"
"2698";"lagoa do sítio";0;0;"2205599"
"2699";"lagoa do tocantins";0;0;"1711951"
"2700";"lagoa dos gatos";0;0;"2608701"
"2701";"lagoa dos patos";0;0;"3137304"
"2702";"lagoa dos três cantos";0;0;"4311270"
"2703";"lagoa dourada";0;0;"3137403"
"2704";"lagoa formosa";0;0;"3137502"
"2705";"lagoa grande";0;0;"2608750"
"2706";"lagoa grande";0;0;"3137536"
"2707";"lagoa grande do maranhão";0;0;"2105963"
"2708";"lagoa nova";0;0;"2406502"
"2709";"lagoa real";0;0;"2918753"
"2710";"lagoa salgada";0;0;"2406601"
"2711";"lagoa santa";0;0;"3137601"
"2712";"lagoa santa";0;0;"5212253"
"2713";"lagoa seca";0;0;"2508307"
"2714";"lagoa vermelha";0;0;"4311304"
"2715";"lagoão";0;0;"4311254"
"2716";"lagoinha";0;0;"3526308"
"2717";"lagoinha do piauí";0;0;"2205540"
"2718";"laguna";0;0;"4209409"
"2719";"laguna carapã";0;0;"5005251"
"2720";"laje";0;0;"2918803"
"2721";"laje do muriaé";0;0;"3302304"
"2722";"lajeado";0;0;"1712009"
"2723";"lajeado";0;0;"4311403"
"2724";"lajeado do bugre";0;0;"4311429"
"2725";"lajeado grande";0;0;"4209458"
"2726";"lajeado novo";0;0;"2105989"
"2727";"lajedão";0;0;"2918902"
"2728";"lajedinho";0;0;"2919009"
"2729";"lajedo";0;0;"2608800"
"2730";"lajedo do tabocal";0;0;"2919058"
"2731";"lajes";0;0;"2406700"
"2732";"lajes pintadas";0;0;"2406809"
"2733";"lajinha";0;0;"3137700"
"2734";"lamarão";0;0;"2919108"
"2735";"lambari";0;0;"3137809"
"2736";"lambari d'oeste";0;0;"5105234"
"2737";"lamim";0;0;"3137908"
"2738";"landri sales";0;0;"2205607"
"2739";"lapa";0;0;"4113205"
"2740";"lapão";0;0;"2919157"
"2741";"laranja da terra";0;0;"3203163"
"2742";"laranjal";0;0;"3138005"
"2743";"laranjal";0;0;"4113254"
"2744";"laranjal do jari";0;0;"1600279"
"2745";"laranjal paulista";0;0;"3526407"
"2746";"laranjeiras";0;0;"2803609"
"2747";"laranjeiras do sul";0;0;"4113304"
"2748";"lassance";0;0;"3138104"
"2749";"lastro";0;0;"2508406"
"2750";"laurentino";0;0;"4209508"
"2751";"lauro de freitas";0;0;"2919207"
"2752";"lauro müller";0;0;"4209607"
"2753";"lavandeira";0;0;"1712157"
"2754";"lavínia";0;0;"3526506"
"2755";"lavras";0;0;"3138203"
"2756";"lavras da mangabeira";0;0;"2307502"
"2757";"lavras do sul";0;0;"4311502"
"2758";"lavrinhas";0;0;"3526605"
"2759";"leandro ferreira";0;0;"3138302"
"2760";"lebon régis";0;0;"4209706"
"2761";"leme";0;0;"3526704"
"2762";"leme do prado";0;0;"3138351"
"2763";"lençóis";8;0;"2919306"
"2764";"lençóis paulista";0;0;"3526803"
"2765";"leoberto leal";0;0;"4209805"
"2766";"leopoldina";0;0;"3138401"
"2767";"leopoldo de bulhões";0;0;"5212303"
"2768";"leópolis";0;0;"4113403"
"2769";"liberato salzano";0;0;"4311601"
