"";"Município";"dom";"int";"cod_mun"
"4294";"ruy barbosa";0;0;"2411106"
"4295";"ruy barbosa";0;0;"2927200"
"4296";"sabará";0;0;"3156700"
"4297";"sabáudia";0;0;"4122701"
"4298";"sabino";0;0;"3544608"
"4299";"sabinópolis";0;0;"3156809"
"4300";"saboeiro";0;0;"2311900"
"4301";"sacramento";0;0;"3156908"
"4302";"sagrada família";0;0;"4316428"
"4303";"sagres";0;0;"3544707"
"4304";"sairé";0;0;"2612000"
"4305";"saldanha marinho";0;0;"4316436"
"4306";"sales";0;0;"3544806"
"4307";"sales oliveira";0;0;"3544905"
"4308";"salesópolis";0;0;"3545001"
"4309";"salete";0;0;"4215307"
"4310";"salgadinho";0;0;"2513000"
"4311";"salgadinho";0;0;"2612109"
"4312";"salgado";0;0;"2806206"
"4313";"salgado de são félix";0;0;"2513109"
"4314";"salgado filho";0;0;"4122800"
"4315";"salgueiro";0;0;"2612208"
"4316";"salinas";0;0;"3157005"
"4317";"salinas da margarida";0;0;"2927309"
"4318";"salinópolis";0;0;"1506203"
"4319";"salitre";0;0;"2311959"
"4320";"salmourão";0;0;"3545100"
"4321";"saloá";0;0;"2612307"
"4322";"saltinho";0;0;"3545159"
"4323";"saltinho";0;0;"4215356"
"4324";"salto";0;0;"3545209"
"4325";"salto da divisa";0;0;"3157104"
"4326";"salto de pirapora";0;0;"3545308"
"4327";"salto do céu";0;0;"5107750"
"4328";"salto do itararé";0;0;"4122909"
"4329";"salto do jacuí";0;0;"4316451"
"4330";"salto do lontra";0;0;"4123006"
"4331";"salto grande";0;0;"3545407"
"4332";"salto veloso";0;0;"4215406"
"4333";"salvador";2374;132;"2927408"
"4334";"salvador das missões";0;0;"4316477"
"4335";"salvador do sul";0;0;"4316501"
"4336";"salvaterra";0;0;"1506302"
"4337";"sambaíba";0;0;"2109700"
"4338";"sampaio";0;0;"1718808"
"4339";"sananduva";0;0;"4316600"
"4340";"sanclerlândia";0;0;"5219001"
"4341";"sandolândia";0;0;"1718840"
"4342";"sandovalina";0;0;"3545506"
"4343";"sangão";0;0;"4215455"
"4344";"sanharó";0;0;"2612406"
"4345";"sant'ana do livramento";0;0;"4317103"
"4346";"santa adélia";0;0;"3545605"
"4347";"santa albertina";0;0;"3545704"
"4348";"santa amélia";0;0;"4123105"
"4349";"santa bárbara";0;0;"2927507"
"4350";"santa bárbara";0;0;"3157203"
"4351";"santa bárbara d'oeste";0;0;"3545803"
"4352";"santa bárbara de goiás";0;0;"5219100"
"4353";"santa bárbara do leste";0;0;"3157252"
"4354";"santa bárbara do monte verde";0;0;"3157278"
"4355";"santa bárbara do pará";0;0;"1506351"
"4356";"santa bárbara do sul";0;0;"4316709"
"4357";"santa bárbara do tugúrio";0;0;"3157302"
"4358";"santa branca";0;0;"3546009"
"4359";"santa brígida";0;0;"2927606"
"4360";"santa carmem";0;0;"5107248"
"4361";"santa cecília";0;0;"2513158"
"4362";"santa cecília";0;0;"4215505"
"4363";"santa cecília do pavão";0;0;"4123204"
"4364";"santa cecília do sul";0;0;"4316733"
"4365";"santa clara d'oeste";0;0;"3546108"
"4366";"santa clara do sul";0;0;"4316758"
"4367";"santa cruz";0;0;"2411205"
"4368";"santa cruz";0;0;"2513208"
"4369";"santa cruz";0;0;"2612455"
"4370";"santa cruz cabrália";0;0;"2927705"
"4371";"santa cruz da baixa verde";0;0;"2612471"
"4372";"santa cruz da conceição";0;0;"3546207"
"4373";"santa cruz da esperança";0;0;"3546256"
"4374";"santa cruz da vitória";0;0;"2927804"
"4375";"santa cruz das palmeiras";0;0;"3546306"
"4376";"santa cruz de goiás";0;0;"5219209"
"4377";"santa cruz de minas";0;0;"3157336"
"4378";"santa cruz de monte castelo";0;0;"4123303"
"4379";"santa cruz de salinas";0;0;"3157377"
"4380";"santa cruz do arari";0;0;"1506401"
"4381";"santa cruz do capibaribe";0;0;"2612505"
"4382";"santa cruz do escalvado";0;0;"3157401"
"4383";"santa cruz do piauí";0;0;"2209104"
"4384";"santa cruz do rio pardo";0;0;"3546405"
"4385";"santa cruz do sul";0;0;"4316808"
"4386";"santa cruz do xingu";0;0;"5107743"
"4387";"santa cruz dos milagres";0;0;"2209153"
"4388";"santa efigênia de minas";0;0;"3157500"
"4389";"santa ernestina";0;0;"3546504"
"4390";"santa fé";0;0;"4123402"
"4391";"santa fé de goiás";0;0;"5219258"
"4392";"santa fé de minas";0;0;"3157609"
"4393";"santa fé do araguaia";0;0;"1718865"
"4394";"santa fé do sul";0;0;"3546603"
"4395";"santa filomena";0;0;"2209203"
"4396";"santa filomena";0;0;"2612554"
"4397";"santa filomena do maranhão";0;0;"2109759"
"4398";"santa gertrudes";0;0;"3546702"
"4399";"santa helena";0;0;"2109809"
"4400";"santa helena";0;0;"2513307"
"4401";"santa helena";0;0;"4123501"
"4402";"santa helena";0;0;"4215554"
"4403";"santa helena de goiás";0;0;"5219308"
"4404";"santa helena de minas";0;0;"3157658"
"4405";"santa inês";0;0;"2109908"
"4406";"santa inês";0;0;"2513356"
"4407";"santa inês";0;0;"2927903"
"4408";"santa inês";0;0;"4123600"
"4409";"santa isabel";0;0;"3546801"
"4410";"santa isabel";0;0;"5219357"
"4411";"santa isabel do ivaí";0;0;"4123709"
"4412";"santa isabel do rio negro";0;0;"1303601"
"4413";"santa izabel do oeste";0;0;"4123808"
"4414";"santa izabel do pará";0;0;"1506500"
"4415";"santa juliana";0;0;"3157708"
"4416";"santa leopoldina";0;0;"3204500"
"4417";"santa lúcia";0;0;"3546900"
"4418";"santa lúcia";0;0;"4123824"
"4419";"santa luz";0;0;"2209302"
"4420";"santa luzia";0;0;"2110005"
"4421";"santa luzia";0;0;"2513406"
"4422";"santa luzia";0;0;"2928059"
"4423";"santa luzia";0;0;"3157807"
"4424";"santa luzia d'oeste";0;0;"1100296"
"4425";"santa luzia do itanhy";0;0;"2806305"
"4426";"santa luzia do norte";0;0;"2707909"
"4427";"santa luzia do pará";0;0;"1506559"
"4428";"santa luzia do paruá";0;0;"2110039"
"4429";"santa margarida";0;0;"3157906"
"4430";"santa margarida do sul";0;0;"4316972"
"4431";"santa maria";25;0;"4316907"
"4432";"santa maria";25;0;"2409332"
"4433";"santa maria da boa vista";0;0;"2612604"
"4434";"santa maria da serra";0;0;"3547007"
"4435";"santa maria da vitória";0;0;"2928109"
"4436";"santa maria das barreiras";0;0;"1506583"
"4437";"santa maria de itabira";0;0;"3158003"
"4438";"santa maria de jetibá";0;0;"3204559"
"4439";"santa maria do cambucá";0;0;"2612703"
"4440";"santa maria do herval";0;0;"4316956"
"4441";"santa maria do oeste";0;0;"4123857"
"4442";"santa maria do pará";0;0;"1506609"
"4443";"santa maria do salto";0;0;"3158102"
"4444";"santa maria do suaçuí";0;0;"3158201"
"4445";"santa maria do tocantins";0;0;"1718881"
"4446";"santa maria madalena";0;0;"3304607"
"4447";"santa mariana";0;0;"4123907"
"4448";"santa mercedes";0;0;"3547106"
"4449";"santa mônica";0;0;"4123956"
"4450";"santa quitéria";0;0;"2312205"
"4451";"santa quitéria do maranhão";0;0;"2110104"
"4452";"santa rita";0;0;"2110203"
"4453";"santa rita";0;0;"2513703"
"4454";"santa rita d'oeste";0;0;"3547403"
"4455";"santa rita de caldas";0;0;"3159209"
"4456";"santa rita de cássia";0;0;"2928406"
"4457";"santa rita de ibitipoca";0;0;"3159407"
"4458";"santa rita de jacutinga";0;0;"3159308"
"4459";"santa rita de minas";0;0;"3159357"
"4460";"santa rita do araguaia";0;0;"5219407"
"4461";"santa rita do itueto";0;0;"3159506"
"4462";"santa rita do novo destino";0;0;"5219456"
"4463";"santa rita do pardo";0;0;"5007554"
"4464";"santa rita do passa quatro";0;0;"3547502"
"4465";"santa rita do sapucaí";0;0;"3159605"
"4466";"santa rita do tocantins";0;0;"1718899"
"4467";"santa rita do trivelato";0;0;"5107768"
"4468";"santa rosa";15;0;"4317202"
"4469";"santa rosa da serra";0;0;"3159704"
"4470";"santa rosa de goiás";0;0;"5219506"
"4471";"santa rosa de lima";0;0;"2806503"
"4472";"santa rosa de lima";0;0;"4215604"
"4473";"santa rosa de viterbo";0;0;"3547601"
"4474";"santa rosa do piauí";0;0;"2209377"
"4475";"santa rosa do purus";0;0;"1200435"
"4476";"santa rosa do sul";0;0;"4215653"
"4477";"santa rosa do tocantins";0;0;"1718907"
"4478";"santa salete";0;0;"3547650"
"4479";"santa teresa";0;0;"3204609"
"4480";"santa teresinha";0;0;"2513802"
"4481";"santa tereza";0;0;"4317251"
"4482";"santa tereza de goiás";0;0;"5219605"
"4483";"santa tereza do oeste";0;0;"4124020"
"4484";"santa tereza do tocantins";0;0;"1719004"
"4485";"santa terezinha";0;0;"2612802"
"4486";"santa terezinha";0;0;"2928505"
"4487";"santa terezinha";0;0;"4215679"
"4488";"santa terezinha";0;0;"5107776"
"4489";"santa terezinha de goiás";0;0;"5219704"
"4490";"santa terezinha de itaipu";0;0;"4124053"
"4491";"santa terezinha do progresso";0;0;"4215687"
"4492";"santa terezinha do tocantins";0;0;"1720002"
"4493";"santa vitória";0;0;"3159803"
"4494";"santa vitória do palmar";0;0;"4317301"
"4495";"santaluz";0;0;"2928000"
"4496";"santana";0;0;"1600600"
"4497";"santana";0;0;"2928208"
"4498";"santana da boa vista";0;0;"4317004"
"4499";"santana da ponte pensa";0;0;"3547205"
"4500";"santana da vargem";0;0;"3158300"
"4501";"santana de cataguases";0;0;"3158409"
"4502";"santana de mangueira";0;0;"2513505"
"4503";"santana de parnaíba";0;0;"3547304"
"4504";"santana de pirapama";0;0;"3158508"
"4505";"santana do acaraú";0;0;"2312007"
"4506";"santana do araguaia";0;0;"1506708"
"4507";"santana do cariri";0;0;"2312106"
"4508";"santana do deserto";0;0;"3158607"
"4509";"santana do garambéu";0;0;"3158706"
"4510";"santana do ipanema";0;0;"2708006"
"4511";"santana do itararé";0;0;"4124004"
"4512";"santana do jacaré";0;0;"3158805"
"4513";"santana do manhuaçu";0;0;"3158904"
"4514";"santana do maranhão";0;0;"2110237"
"4515";"santana do matos";0;0;"2411403"
"4516";"santana do mundaú";0;0;"2708105"
"4517";"santana do paraíso";112;0;"3158953"
"4518";"santana do piauí";0;0;"2209351"
"4519";"santana do riacho";0;0;"3159001"
"4520";"santana do são francisco";0;0;"2806404"
"4521";"santana do seridó";0;0;"2411429"
"4522";"santana dos garrotes";0;0;"2513604"
"4523";"santana dos montes";0;0;"3159100"
"4524";"santanópolis";0;0;"2928307"
"4525";"santarém";177;0;"1506807"
"4526";"santarém novo";0;0;"1506906"
"4527";"santiago";0;0;"4317400"
"4528";"santiago do sul";0;0;"4215695"
"4529";"santo afonso";0;0;"5107263"
"4530";"santo amaro";0;0;"2928604"
"4531";"santo amaro da imperatriz";0;0;"4215703"
"4532";"santo amaro das brotas";0;0;"2806602"
"4533";"santo amaro do maranhão";0;0;"2110278"
"4534";"santo anastácio";0;0;"3547700"
"4535";"santo andré";0;0;"2513851"
"4536";"santo andré";0;0;"3547809"
"4537";"santo ângelo";16;0;"4317509"
"4538";"santo antônio";0;0;"2411502"
"4539";"santo antônio da alegria";0;0;"3547908"
"4540";"santo antônio da barra";0;0;"5219712"
"4541";"santo antônio da patrulha";0;0;"4317608"
"4542";"santo antônio da platina";0;0;"4124103"
"4543";"santo antônio das missões";0;0;"4317707"
"4544";"santo antônio de goiás";0;0;"5219738"
"4545";"santo antônio de jesus";0;0;"2928703"
"4546";"santo antônio de lisboa";0;0;"2209401"
"4547";"santo antônio de pádua";0;0;"3304706"
"4548";"santo antônio de posse";0;0;"3548005"
"4549";"santo antônio do amparo";0;0;"3159902"
"4550";"santo antônio do aracanguá";0;0;"3548054"
"4551";"santo antônio do aventureiro";0;0;"3160009"
"4552";"santo antônio do caiuá";0;0;"4124202"
"4553";"santo antônio do descoberto";0;0;"5219753"
"4554";"santo antônio do grama";0;0;"3160108"
"4555";"santo antônio do içá";0;0;"1303700"
"4556";"santo antônio do itambé";0;0;"3160207"
"4557";"santo antônio do jacinto";0;0;"3160306"
"4558";"santo antônio do jardim";0;0;"3548104"
"4559";"santo antônio do leste";0;0;"5107792"
"4560";"santo antônio do leverger";0;0;"5107800"
"4561";"santo antônio do monte";0;0;"3160405"
"4562";"santo antônio do palma";0;0;"4317558"
"4563";"santo antônio do paraíso";0;0;"4124301"
"4564";"santo antônio do pinhal";0;0;"3548203"
"4565";"santo antônio do planalto";0;0;"4317756"
"4566";"santo antônio do retiro";0;0;"3160454"
"4567";"santo antônio do rio abaixo";0;0;"3160504"
"4568";"santo antônio do sudoeste";0;0;"4124400"
"4569";"santo antônio do tauá";0;0;"1507003"
"4570";"santo antônio dos lopes";0;0;"2110302"
"4571";"santo antônio dos milagres";0;0;"2209450"
"4572";"santo augusto";0;0;"4317806"
"4573";"santo cristo";0;0;"4317905"
"4574";"santo estêvão";0;0;"2928802"
"4575";"santo expedito";0;0;"3548302"
"4576";"santo expedito do sul";0;0;"4317954"
"4577";"santo hipólito";0;0;"3160603"
"4578";"santo inácio";0;0;"4124509"
"4579";"santo inácio do piauí";0;0;"2209500"
"4580";"santópolis do aguapeí";0;0;"3548401"
"4581";"santos";0;0;"3548500"
"4582";"santos dumont";0;0;"3160702"
"4583";"são benedito";3;0;"2312304"
"4584";"são benedito do rio preto";0;0;"2110401"
"4585";"são benedito do sul";0;0;"2612901"
"4586";"são bentinho";0;0;"2513927"
"4587";"são bento";0;0;"2110500"
"4588";"são bento";0;0;"2513901"
"4589";"são bento abade";0;0;"3160801"
"4590";"são bento do norte";0;0;"2411601"
"4591";"são bento do sapucaí";0;0;"3548609"
"4592";"são bento do sul";0;0;"4215802"
"4593";"são bento do tocantins";0;0;"1720101"
"4594";"são bento do trairí";0;0;"2411700"
"4595";"são bento do una";0;0;"2613008"
"4596";"são bernardino";0;0;"4215752"
"4597";"são bernardo";0;0;"2110609"
"4598";"são bernardo do campo";0;0;"3548708"
"4599";"são bonifácio";0;0;"4215901"
"4600";"são borja";14;0;"4318002"
"4601";"são brás";0;0;"2708204"
"4602";"são brás do suaçuí";0;0;"3160900"
"4603";"são braz do piauí";0;0;"2209559"
"4604";"são caetano de odivelas";0;0;"1507102"
"4605";"são caetano do sul";0;0;"3548807"
"4606";"são caitano";0;0;"2613107"
"4607";"são carlos";0;0;"4216008"
"4608";"são carlos";0;0;"3548906"
"4609";"são carlos do ivaí";0;0;"4124608"
"4610";"são cristóvão";0;0;"2806701"
"4611";"são cristóvão do sul";0;0;"4216057"
"4612";"são desidério";0;0;"2928901"
"4613";"são domingos";0;0;"2513968"
"4614";"são domingos";0;0;"2806800"
"4615";"são domingos";0;0;"2928950"
"4616";"são domingos";0;0;"5219803"
"4617";"são domingos";0;0;"4216107"
"4618";"são domingos das dores";0;0;"3160959"
"4619";"são domingos do araguaia";0;0;"1507151"
"4620";"são domingos do azeitão";0;0;"2110658"
"4621";"são domingos do capim";0;0;"1507201"
"4622";"são domingos do cariri";0;0;"2513943"
"4623";"são domingos do maranhão";0;0;"2110708"
"4624";"são domingos do norte";0;0;"3204658"
"4625";"são domingos do prata";0;0;"3161007"
"4626";"são domingos do sul";0;0;"4318051"
"4627";"são felipe";0;0;"2929107"
"4628";"são felipe d'oeste";0;0;"1101484"
"4629";"são félix";0;0;"2929008"
"4630";"são félix de balsas";0;0;"2110807"
"4631";"são félix de minas";0;0;"3161056"
"4632";"são félix do araguaia";3;0;"5107859"
"4633";"são félix do coribe";0;0;"2929057"
"4634";"são félix do piauí";0;0;"2209609"
"4635";"são félix do tocantins";0;0;"1720150"
"4636";"são félix do xingu";0;0;"1507300"
"4637";"são fernando";0;0;"2411809"
"4638";"são fidélis";0;0;"3304805"
"4639";"são francisco";0;0;"2513984"
"4640";"são francisco";0;0;"2806909"
"4641";"são francisco";0;0;"3161106"
"4642";"são francisco";0;0;"3549003"
"4643";"são francisco de assis";0;0;"4318101"
"4644";"são francisco de assis do piauí";0;0;"2209658"
"4645";"são francisco de goiás";0;0;"5219902"
"4646";"são francisco de itabapoana";0;0;"3304755"
"4647";"são francisco de paula";0;0;"3161205"
"4648";"são francisco de paula";0;0;"4318200"
"4649";"são francisco de sales";0;0;"3161304"
"4650";"são francisco do brejão";0;0;"2110856"
"4651";"são francisco do conde";0;0;"2929206"
"4652";"são francisco do glória";0;0;"3161403"
"4653";"são francisco do guaporé";0;0;"1101492"
"4654";"são francisco do maranhão";0;0;"2110906"
"4655";"são francisco do oeste";0;0;"2411908"
"4656";"são francisco do pará";0;0;"1507409"
"4657";"são francisco do piauí";0;0;"2209708"
"4658";"são francisco do sul";0;0;"4216206"
"4659";"são gabriel";0;0;"2929255"
"4660";"são gabriel";0;0;"4318309"
"4661";"são gabriel da cachoeira";13;0;"1303809"
"4662";"são gabriel da palha";0;0;"3204708"
"4663";"são gabriel do oeste";0;0;"5007695"
"4664";"são geraldo";0;0;"3161502"
"4665";"são geraldo da piedade";0;0;"3161601"
"4666";"são geraldo do araguaia";0;0;"1507458"
"4667";"são geraldo do baixio";0;0;"3161650"
"4668";"são gonçalo";0;0;"3304904"
"4669";"são gonçalo do abaeté";0;0;"3161700"
"4670";"são gonçalo do amarante";0;0;"2312403"
"4671";"são gonçalo do amarante";0;0;"2412005"
"4672";"são gonçalo do gurguéia";0;0;"2209757"
"4673";"são gonçalo do pará";0;0;"3161809"
"4674";"são gonçalo do piauí";0;0;"2209807"
"4675";"são gonçalo do rio abaixo";0;0;"3161908"
"4676";"são gonçalo do rio preto";0;0;"3125507"
"4677";"são gonçalo do sapucaí";0;0;"3162005"
"4678";"são gonçalo dos campos";0;0;"2929305"
"4679";"são gotardo";0;0;"3162104"
"4680";"são jerônimo";0;0;"4318408"
"4681";"são jerônimo da serra";0;0;"4124707"
"4682";"são joão";0;0;"2613206"
"4683";"são joão";0;0;"4124806"
"4684";"são joão batista";0;0;"2111003"
"4685";"são joão batista";0;0;"4216305"
"4686";"são joão batista do glória";0;0;"3162203"
"4687";"são joão d'aliança";0;0;"5220009"
"4688";"são joão da baliza";0;0;"1400506"
"4689";"são joão da barra";0;0;"3305000"
"4690";"são joão da boa vista";0;0;"3549102"
"4691";"são joão da canabrava";0;0;"2209856"
"4692";"são joão da fronteira";0;0;"2209872"
"4693";"são joão da lagoa";0;0;"3162252"
"4694";"são joão da mata";0;0;"3162302"
"4695";"são joão da paraúna";0;0;"5220058"
"4696";"são joão da ponta";0;0;"1507466"
"4697";"são joão da ponte";0;0;"3162401"
"4698";"são joão da serra";0;0;"2209906"
"4699";"são joão da urtiga";0;0;"4318424"
"4700";"são joão da varjota";0;0;"2209955"
"4701";"são joão das duas pontes";0;0;"3549201"
"4702";"são joão das missões";0;0;"3162450"
"4703";"são joão de iracema";0;0;"3549250"
"4704";"são joão de meriti";0;0;"3305109"
"4705";"são joão de pirabas";0;0;"1507474"
"4706";"são joão del rei";0;0;"3162500"
"4707";"são joão do araguaia";0;0;"1507508"
"4708";"são joão do arraial";0;0;"2209971"
"4709";"são joão do caiuá";0;0;"4124905"
"4710";"são joão do cariri";0;0;"2514008"
"4711";"são joão do carú";0;0;"2111029"
"4712";"são joão do itaperiú";0;0;"4216354"
"4713";"são joão do ivaí";0;0;"4125001"
"4714";"são joão do jaguaribe";0;0;"2312502"
"4715";"são joão do manhuaçu";0;0;"3162559"
"4716";"são joão do manteninha";0;0;"3162575"
"4717";"são joão do oeste";0;0;"4216255"
"4718";"são joão do oriente";0;0;"3162609"
"4719";"são joão do pacuí";0;0;"3162658"
"4720";"são joão do paraíso";0;0;"2111052"
"4721";"são joão do paraíso";0;0;"3162708"
"4722";"são joão do pau d'alho";0;0;"3549300"
"4723";"são joão do piauí";0;0;"2210003"
"4724";"são joão do polêsine";0;0;"4318432"
"4725";"são joão do rio do peixe";0;0;"2500700"
"4726";"são joão do sabugi";0;0;"2412104"
"4727";"são joão do soter";0;0;"2111078"
"4728";"são joão do sul";0;0;"4216404"
"4729";"são joão do tigre";0;0;"2514107"
"4730";"são joão do triunfo";0;0;"4125100"
"4731";"são joão dos patos";0;0;"2111102"
"4732";"são joão evangelista";0;0;"3162807"
"4733";"são joão nepomuceno";0;0;"3162906"
"4734";"são joaquim";0;0;"4216503"
"4735";"são joaquim da barra";0;0;"3549409"
"4736";"são joaquim de bicas";0;0;"3162922"
"4737";"são joaquim do monte";0;0;"2613305"
"4738";"são jorge";0;0;"4318440"
"4739";"são jorge d'oeste";0;0;"4125209"
"4740";"são jorge do ivaí";0;0;"4125308"
"4741";"são jorge do patrocínio";0;0;"4125357"
"4742";"são josé";0;0;"4216602"
"4743";"são josé da barra";0;0;"3162948"
"4744";"são josé da bela vista";0;0;"3549508"
"4745";"são josé da boa vista";0;0;"4125407"
"4746";"são josé da coroa grande";0;0;"2613404"
"4747";"são josé da lagoa tapada";0;0;"2514206"
"4748";"são josé da laje";0;0;"2708303"
"4749";"são josé da lapa";0;0;"3162955"
"4750";"são josé da safira";0;0;"3163003"
"4751";"são josé da tapera";0;0;"2708402"
"4752";"são josé da varginha";0;0;"3163102"
"4753";"são josé da vitória";0;0;"2929354"
"4754";"são josé das missões";0;0;"4318457"
"4755";"são josé das palmeiras";0;0;"4125456"
"4756";"são josé de caiana";0;0;"2514305"
"4757";"são josé de espinharas";0;0;"2514404"
"4758";"são josé de mipibu";0;0;"2412203"
"4759";"são josé de piranhas";0;0;"2514503"
"4760";"são josé de princesa";0;0;"2514552"
"4761";"são josé de ribamar";0;0;"2111201"
"4762";"são josé de ubá";0;0;"3305133"
"4763";"são josé do alegre";0;0;"3163201"
"4764";"são josé do barreiro";0;0;"3549607"
"4765";"são josé do belmonte";0;0;"2613503"
"4766";"são josé do bonfim";0;0;"2514602"
"4767";"são josé do brejo do cruz";0;0;"2514651"
"4768";"são josé do calçado";0;0;"3204807"
"4769";"são josé do campestre";0;0;"2412302"
"4770";"são josé do cedro";0;0;"4216701"
"4771";"são josé do cerrito";0;0;"4216800"
"4772";"são josé do divino";0;0;"2210052"
"4773";"são josé do divino";0;0;"3163300"
"4774";"são josé do egito";0;0;"2613602"
"4775";"são josé do goiabal";0;0;"3163409"
"4776";"são josé do herval";0;0;"4318465"
"4777";"são josé do hortêncio";0;0;"4318481"
"4778";"são josé do inhacorá";0;0;"4318499"
"4779";"são josé do jacuípe";0;0;"2929370"
"4780";"são josé do jacuri";0;0;"3163508"
"4781";"são josé do mantimento";0;0;"3163607"
"4782";"são josé do norte";0;0;"4318507"
"4783";"são josé do ouro";0;0;"4318606"
"4784";"são josé do peixe";0;0;"2210102"
"4785";"são josé do piauí";0;0;"2210201"
"4786";"são josé do povo";0;0;"5107297"
"4787";"são josé do rio claro";0;0;"5107305"
"4788";"são josé do rio pardo";0;0;"3549706"
"4789";"são josé do rio preto";319;0;"3549805"
"4790";"são josé do sabugi";0;0;"2514701"
"4791";"são josé do seridó";0;0;"2412401"
"4792";"são josé do sul";0;0;"4318614"
"4793";"são josé do vale do rio preto";0;0;"3305158"
"4794";"são josé do xingu";0;0;"5107354"
"4795";"são josé dos ausentes";0;0;"4318622"
"4796";"são josé dos basílios";0;0;"2111250"
"4797";"são josé dos campos";29;0;"3549904"
"4798";"são josé dos cordeiros";0;0;"2514800"
"4799";"são josé dos pinhais";0;0;"4125506"
"4800";"são josé dos quatro marcos";0;0;"5107107"
"4801";"são josé dos ramos";0;0;"2514453"
"4802";"são julião";0;0;"2210300"
"4803";"são leopoldo";0;0;"4318705"
"4804";"são lourenço";0;0;"3163706"
"4805";"são lourenço da mata";0;0;"2613701"
"4806";"são lourenço da serra";0;0;"3549953"
"4807";"são lourenço do oeste";0;0;"4216909"
"4808";"são lourenço do piauí";0;0;"2210359"
"4809";"são lourenço do sul";0;0;"4318804"
"4810";"são ludgero";0;0;"4217006"
"4811";"são luís";435;0;"2111300"
"4812";"são luís de montes belos";0;0;"5220108"
"4813";"são luís do curu";0;0;"2312601"
"4814";"são luis do piauí";0;0;"2210375"
"4815";"são luís do quitunde";0;0;"2708501"
"4816";"são luís gonzaga do maranhão";0;0;"2111409"
"4817";"são luiz";0;0;"1400605"
"4818";"são luiz do norte";0;0;"5220157"
"4819";"são luiz do paraitinga";0;0;"3550001"
"4820";"são luiz gonzaga";0;0;"4318903"
"4821";"são mamede";0;0;"2514909"
"4822";"são manoel do paraná";0;0;"4125555"
"4823";"são manuel";0;0;"3550100"
"4824";"são marcos";0;0;"4319000"
"4825";"são martinho";0;0;"4217105"
"4826";"são martinho";0;0;"4319109"
"4827";"são martinho da serra";0;0;"4319125"
"4828";"são mateus";0;0;"3204906"
"4829";"são mateus do maranhão";0;0;"2111508"
"4830";"são mateus do sul";0;0;"4125605"
"4831";"são miguel";0;0;"2412500"
"4832";"são miguel arcanjo";0;0;"3550209"
"4833";"são miguel da baixa grande";0;0;"2210383"
"4834";"são miguel da boa vista";0;0;"4217154"
"4835";"são miguel das matas";0;0;"2929404"
"4836";"são miguel das missões";0;0;"4319158"
"4837";"são miguel de taipu";0;0;"2515005"
"4838";"são miguel do aleixo";0;0;"2807006"
"4839";"são miguel do anta";0;0;"3163805"
"4840";"são miguel do araguaia";0;0;"5220207"
"4841";"são miguel do fidalgo";0;0;"2210391"
"4842";"são miguel do gostoso";0;0;"2412559"
"4843";"são miguel do guamá";0;0;"1507607"
"4844";"são miguel do guaporé";0;0;"1100320"
"4845";"são miguel do iguaçu";0;0;"4125704"
"4846";"são miguel do oeste";0;0;"4217204"
"4847";"são miguel do passa quatro";0;0;"5220264"
"4848";"são miguel do tapuio";0;0;"2210409"
"4849";"são miguel do tocantins";0;0;"1720200"
"4850";"são miguel dos campos";0;0;"2708600"
"4851";"são miguel dos milagres";0;0;"2708709"
"4852";"são nicolau";0;0;"4319208"
"4853";"são patrício";0;0;"5220280"
"4854";"são paulo";15172;2791;"3550308"
"4855";"são paulo das missões";0;0;"4319307"
"4856";"são paulo de olivença";0;0;"1303908"
"4857";"são paulo do potengi";0;0;"2412609"
"4858";"são pedro";0;0;"2412708"
"4859";"são pedro";0;0;"3550407"
"4860";"são pedro da água branca";0;0;"2111532"
"4861";"são pedro da aldeia";0;0;"3305208"
"4862";"são pedro da cipa";0;0;"5107404"
"4863";"são pedro da serra";0;0;"4319356"
"4864";"são pedro da união";0;0;"3163904"
"4865";"são pedro das missões";0;0;"4319364"
"4866";"são pedro de alcântara";0;0;"4217253"
"4867";"são pedro do butiá";0;0;"4319372"
"4868";"são pedro do iguaçu";0;0;"4125753"
"4869";"são pedro do ivaí";0;0;"4125803"
"4870";"são pedro do paraná";0;0;"4125902"
"4871";"são pedro do piauí";0;0;"2210508"
"4872";"são pedro do suaçuí";0;0;"3164100"
"4873";"são pedro do sul";0;0;"4319406"
"4874";"são pedro do turvo";0;0;"3550506"
"4875";"são pedro dos crentes";0;0;"2111573"
"4876";"são pedro dos ferros";0;0;"3164001"
"4877";"são rafael";0;0;"2412807"
"4878";"são raimundo das mangabeiras";0;0;"2111607"
"4879";"são raimundo do doca bezerra";0;0;"2111631"
"4880";"são raimundo nonato";0;0;"2210607"
"4881";"são roberto";0;0;"2111672"
"4882";"são romão";0;0;"3164209"
"4883";"são roque";0;0;"3550605"
"4884";"são roque de minas";0;0;"3164308"
"4885";"são roque do canaã";0;0;"3204955"
"4886";"são salvador do tocantins";0;0;"1720259"
"4887";"são sebastião";0;0;"2708808"
"4888";"são sebastião";0;0;"3550704"
"4889";"são sebastião da amoreira";0;0;"4126009"
"4890";"são sebastião da bela vista";0;0;"3164407"
"4891";"são sebastião da boa vista";0;0;"1507706"
"4892";"são sebastião da grama";0;0;"3550803"
"4893";"são sebastião da vargem alegre";0;0;"3164431"
"4894";"são sebastião de lagoa de roça";0;0;"2515104"
"4895";"são sebastião do alto";0;0;"3305307"
"4896";"são sebastião do anta";0;0;"3164472"
