cod_mun;Município;dom;int;classes_voos_dom_2019;classes_voos_int_2019
2312106;santana do cariri;0;0;1 - sem passageiros;1 - sem passageiros
2312205;santa quitéria;0;0;1 - sem passageiros;1 - sem passageiros
2312304;são benedito;0;0;1 - sem passageiros;1 - sem passageiros
2312403;são gonçalo do amarante;0;0;1 - sem passageiros;1 - sem passageiros
2312502;são joão do jaguaribe;0;0;1 - sem passageiros;1 - sem passageiros
2312601;são luís do curu;0;0;1 - sem passageiros;1 - sem passageiros
2312700;senador pompeu;0;0;1 - sem passageiros;1 - sem passageiros
2312809;senador sá;0;0;1 - sem passageiros;1 - sem passageiros
2312908;sobral;0;0;1 - sem passageiros;1 - sem passageiros
2313005;solonópole;0;0;1 - sem passageiros;1 - sem passageiros
2313104;tabuleiro do norte;0;0;1 - sem passageiros;1 - sem passageiros
2313203;tamboril;0;0;1 - sem passageiros;1 - sem passageiros
2313252;tarrafas;0;0;1 - sem passageiros;1 - sem passageiros
2313302;tauá;0;0;1 - sem passageiros;1 - sem passageiros
2313351;tejuçuoca;0;0;1 - sem passageiros;1 - sem passageiros
2313401;tianguá;0;0;1 - sem passageiros;1 - sem passageiros
2313500;trairi;0;0;1 - sem passageiros;1 - sem passageiros
2313559;tururu;0;0;1 - sem passageiros;1 - sem passageiros
2313609;ubajara;0;0;1 - sem passageiros;1 - sem passageiros
2313708;umari;0;0;1 - sem passageiros;1 - sem passageiros
2313757;umirim;0;0;1 - sem passageiros;1 - sem passageiros
2313807;uruburetama;0;0;1 - sem passageiros;1 - sem passageiros
2313906;uruoca;0;0;1 - sem passageiros;1 - sem passageiros
2313955;varjota;0;0;1 - sem passageiros;1 - sem passageiros
2314003;várzea alegre;0;0;1 - sem passageiros;1 - sem passageiros
2314102;viçosa do ceará;0;0;1 - sem passageiros;1 - sem passageiros
2400109;acari;0;0;1 - sem passageiros;1 - sem passageiros
2400208;açu;0;0;1 - sem passageiros;1 - sem passageiros
2400307;afonso bezerra;0;0;1 - sem passageiros;1 - sem passageiros
2400406;água nova;0;0;1 - sem passageiros;1 - sem passageiros
2400505;alexandria;0;0;1 - sem passageiros;1 - sem passageiros
2400604;almino afonso;0;0;1 - sem passageiros;1 - sem passageiros
2400703;alto do rodrigues;0;0;1 - sem passageiros;1 - sem passageiros
2400802;angicos;0;0;1 - sem passageiros;1 - sem passageiros
2400901;antônio martins;0;0;1 - sem passageiros;1 - sem passageiros
2401008;apodi;0;0;1 - sem passageiros;1 - sem passageiros
2401107;areia branca;0;0;1 - sem passageiros;1 - sem passageiros
2401206;arês;0;0;1 - sem passageiros;1 - sem passageiros
2401305;augusto severo;0;0;1 - sem passageiros;1 - sem passageiros
2401404;baía formosa;0;0;1 - sem passageiros;1 - sem passageiros
2401453;baraúna;0;0;1 - sem passageiros;1 - sem passageiros
2401503;barcelona;0;0;1 - sem passageiros;1 - sem passageiros
2401602;bento fernandes;0;0;1 - sem passageiros;1 - sem passageiros
2401651;bodó;0;0;1 - sem passageiros;1 - sem passageiros
2401701;bom jesus;0;0;1 - sem passageiros;1 - sem passageiros
2401800;brejinho;0;0;1 - sem passageiros;1 - sem passageiros
2401859;caiçara do norte;0;0;1 - sem passageiros;1 - sem passageiros
2401909;caiçara do rio do vento;0;0;1 - sem passageiros;1 - sem passageiros
2402006;caicó;0;0;1 - sem passageiros;1 - sem passageiros
2402105;campo redondo;0;0;1 - sem passageiros;1 - sem passageiros
2402204;canguaretama;0;0;1 - sem passageiros;1 - sem passageiros
2402303;caraúbas;0;0;1 - sem passageiros;1 - sem passageiros
2402402;carnaúba dos dantas;0;0;1 - sem passageiros;1 - sem passageiros
2402501;carnaubais;0;0;1 - sem passageiros;1 - sem passageiros
2402600;ceará-mirim;0;0;1 - sem passageiros;1 - sem passageiros
2402709;cerro corá;0;0;1 - sem passageiros;1 - sem passageiros
2402808;coronel ezequiel;0;0;1 - sem passageiros;1 - sem passageiros
2402907;coronel joão pessoa;0;0;1 - sem passageiros;1 - sem passageiros
2403004;cruzeta;0;0;1 - sem passageiros;1 - sem passageiros
2403103;currais novos;0;0;1 - sem passageiros;1 - sem passageiros
2403202;doutor severiano;0;0;1 - sem passageiros;1 - sem passageiros
2403251;parnamirim;0;0;1 - sem passageiros;1 - sem passageiros
2403301;encanto;0;0;1 - sem passageiros;1 - sem passageiros
2403400;equador;0;0;1 - sem passageiros;1 - sem passageiros
2403509;espírito santo;0;0;1 - sem passageiros;1 - sem passageiros
2403608;extremoz;0;0;1 - sem passageiros;1 - sem passageiros
2403707;felipe guerra;0;0;1 - sem passageiros;1 - sem passageiros
2403756;fernando pedroza;0;0;1 - sem passageiros;1 - sem passageiros
2403806;florânia;0;0;1 - sem passageiros;1 - sem passageiros
2403905;francisco dantas;0;0;1 - sem passageiros;1 - sem passageiros
2404002;frutuoso gomes;0;0;1 - sem passageiros;1 - sem passageiros
2404101;galinhos;0;0;1 - sem passageiros;1 - sem passageiros
2404200;goianinha;0;0;1 - sem passageiros;1 - sem passageiros
2404309;governador dix-sept rosado;0;0;1 - sem passageiros;1 - sem passageiros
2404408;grossos;0;0;1 - sem passageiros;1 - sem passageiros
2404507;guamaré;0;0;1 - sem passageiros;1 - sem passageiros
2404606;ielmo marinho;0;0;1 - sem passageiros;1 - sem passageiros
2404705;ipanguaçu;0;0;1 - sem passageiros;1 - sem passageiros
2404804;ipueira;0;0;1 - sem passageiros;1 - sem passageiros
2404853;itajá;0;0;1 - sem passageiros;1 - sem passageiros
2404903;itaú;0;0;1 - sem passageiros;1 - sem passageiros
2405009;jaçanã;0;0;1 - sem passageiros;1 - sem passageiros
2405108;jandaíra;0;0;1 - sem passageiros;1 - sem passageiros
2405207;janduís;0;0;1 - sem passageiros;1 - sem passageiros
2405306;januário cicco;0;0;1 - sem passageiros;1 - sem passageiros
2405405;japi;0;0;1 - sem passageiros;1 - sem passageiros
2405504;jardim de angicos;0;0;1 - sem passageiros;1 - sem passageiros
2405603;jardim de piranhas;0;0;1 - sem passageiros;1 - sem passageiros
2405702;jardim do seridó;0;0;1 - sem passageiros;1 - sem passageiros
2405801;joão câmara;0;0;1 - sem passageiros;1 - sem passageiros
2405900;joão dias;0;0;1 - sem passageiros;1 - sem passageiros
2406007;josé da penha;0;0;1 - sem passageiros;1 - sem passageiros
2406106;jucurutu;0;0;1 - sem passageiros;1 - sem passageiros
2406155;jundiá;0;0;1 - sem passageiros;1 - sem passageiros
2406205;lagoa d'anta;0;0;1 - sem passageiros;1 - sem passageiros
2406304;lagoa de pedras;0;0;1 - sem passageiros;1 - sem passageiros
2406403;lagoa de velhos;0;0;1 - sem passageiros;1 - sem passageiros
2406502;lagoa nova;0;0;1 - sem passageiros;1 - sem passageiros
2406601;lagoa salgada;0;0;1 - sem passageiros;1 - sem passageiros
2406700;lajes;0;0;1 - sem passageiros;1 - sem passageiros
2406809;lajes pintadas;0;0;1 - sem passageiros;1 - sem passageiros
2406908;lucrécia;0;0;1 - sem passageiros;1 - sem passageiros
2407005;luís gomes;0;0;1 - sem passageiros;1 - sem passageiros
2407104;macaíba;0;0;1 - sem passageiros;1 - sem passageiros
2407203;macau;0;0;1 - sem passageiros;1 - sem passageiros
2407252;major sales;0;0;1 - sem passageiros;1 - sem passageiros
2407302;marcelino vieira;0;0;1 - sem passageiros;1 - sem passageiros
2407401;martins;0;0;1 - sem passageiros;1 - sem passageiros
2407500;maxaranguape;0;0;1 - sem passageiros;1 - sem passageiros
2407609;messias targino;0;0;1 - sem passageiros;1 - sem passageiros
2407708;montanhas;0;0;1 - sem passageiros;1 - sem passageiros
2407807;monte alegre;0;0;1 - sem passageiros;1 - sem passageiros
2407906;monte das gameleiras;0;0;1 - sem passageiros;1 - sem passageiros
2408003;mossoró;16523;0;4 - de 10.001 até 100.000;1 - sem passageiros
2408102;natal;1108888;44557;6 - a partir de 1.000.001;4 - de 20.001 até 100.000
2408201;nísia floresta;0;0;1 - sem passageiros;1 - sem passageiros
2408300;nova cruz;0;0;1 - sem passageiros;1 - sem passageiros
2408409;olho d'água do borges;0;0;1 - sem passageiros;1 - sem passageiros
2408508;ouro branco;0;0;1 - sem passageiros;1 - sem passageiros
2408607;paraná;0;0;1 - sem passageiros;1 - sem passageiros
2408706;paraú;0;0;1 - sem passageiros;1 - sem passageiros
2408805;parazinho;0;0;1 - sem passageiros;1 - sem passageiros
2408904;parelhas;0;0;1 - sem passageiros;1 - sem passageiros
2408953;rio do fogo;0;0;1 - sem passageiros;1 - sem passageiros
2409100;passa e fica;0;0;1 - sem passageiros;1 - sem passageiros
2409209;passagem;0;0;1 - sem passageiros;1 - sem passageiros
2409308;patu;0;0;1 - sem passageiros;1 - sem passageiros
2409332;santa maria;16740;0;4 - de 10.001 até 100.000;1 - sem passageiros
2409407;pau dos ferros;0;0;1 - sem passageiros;1 - sem passageiros
2409506;pedra grande;0;0;1 - sem passageiros;1 - sem passageiros
2409605;pedra preta;0;0;1 - sem passageiros;1 - sem passageiros
2409704;pedro avelino;0;0;1 - sem passageiros;1 - sem passageiros
2409803;pedro velho;0;0;1 - sem passageiros;1 - sem passageiros
2409902;pendências;0;0;1 - sem passageiros;1 - sem passageiros
2410009;pilões;0;0;1 - sem passageiros;1 - sem passageiros
2410108;poço branco;0;0;1 - sem passageiros;1 - sem passageiros
2410207;portalegre;0;0;1 - sem passageiros;1 - sem passageiros
2410256;porto do mangue;0;0;1 - sem passageiros;1 - sem passageiros
2410306;serra caiada;0;0;1 - sem passageiros;1 - sem passageiros
2410405;pureza;0;0;1 - sem passageiros;1 - sem passageiros
2410504;rafael fernandes;0;0;1 - sem passageiros;1 - sem passageiros
2410603;rafael godeiro;0;0;1 - sem passageiros;1 - sem passageiros
2410702;riacho da cruz;0;0;1 - sem passageiros;1 - sem passageiros
2410801;riacho de santana;0;0;1 - sem passageiros;1 - sem passageiros
2410900;riachuelo;0;0;1 - sem passageiros;1 - sem passageiros
2411007;rodolfo fernandes;0;0;1 - sem passageiros;1 - sem passageiros
2411056;tibau;0;0;1 - sem passageiros;1 - sem passageiros
2411106;ruy barbosa;0;0;1 - sem passageiros;1 - sem passageiros
2411205;santa cruz;0;0;1 - sem passageiros;1 - sem passageiros
2411403;santana do matos;0;0;1 - sem passageiros;1 - sem passageiros
2411429;santana do seridó;0;0;1 - sem passageiros;1 - sem passageiros
2411502;santo antônio;0;0;1 - sem passageiros;1 - sem passageiros
2411601;são bento do norte;0;0;1 - sem passageiros;1 - sem passageiros
2411700;são bento do trairí;0;0;1 - sem passageiros;1 - sem passageiros
2411809;são fernando;0;0;1 - sem passageiros;1 - sem passageiros
2411908;são francisco do oeste;0;0;1 - sem passageiros;1 - sem passageiros
2412005;são gonçalo do amarante;0;0;1 - sem passageiros;1 - sem passageiros
2412104;são joão do sabugi;0;0;1 - sem passageiros;1 - sem passageiros
2412203;são josé de mipibu;0;0;1 - sem passageiros;1 - sem passageiros
2412302;são josé do campestre;0;0;1 - sem passageiros;1 - sem passageiros
2412401;são josé do seridó;0;0;1 - sem passageiros;1 - sem passageiros
2412500;são miguel;0;0;1 - sem passageiros;1 - sem passageiros
2412559;são miguel do gostoso;0;0;1 - sem passageiros;1 - sem passageiros
2412609;são paulo do potengi;0;0;1 - sem passageiros;1 - sem passageiros
2412708;são pedro;0;0;1 - sem passageiros;1 - sem passageiros
2412807;são rafael;0;0;1 - sem passageiros;1 - sem passageiros
2412906;são tomé;0;0;1 - sem passageiros;1 - sem passageiros
2413003;são vicente;0;0;1 - sem passageiros;1 - sem passageiros
2413102;senador elói de souza;0;0;1 - sem passageiros;1 - sem passageiros
2413201;senador georgino avelino;0;0;1 - sem passageiros;1 - sem passageiros
2413300;serra de são bento;0;0;1 - sem passageiros;1 - sem passageiros
2413359;serra do mel;0;0;1 - sem passageiros;1 - sem passageiros
2413409;serra negra do norte;0;0;1 - sem passageiros;1 - sem passageiros
2413508;serrinha;0;0;1 - sem passageiros;1 - sem passageiros
2413557;serrinha dos pintos;0;0;1 - sem passageiros;1 - sem passageiros
2413607;severiano melo;0;0;1 - sem passageiros;1 - sem passageiros
2413706;sítio novo;0;0;1 - sem passageiros;1 - sem passageiros
2413805;taboleiro grande;0;0;1 - sem passageiros;1 - sem passageiros
2413904;taipu;0;0;1 - sem passageiros;1 - sem passageiros
2414001;tangará;0;0;1 - sem passageiros;1 - sem passageiros
2414100;tenente ananias;0;0;1 - sem passageiros;1 - sem passageiros
2414159;tenente laurentino cruz;0;0;1 - sem passageiros;1 - sem passageiros
2414209;tibau do sul;0;0;1 - sem passageiros;1 - sem passageiros
2414308;timbaúba dos batistas;0;0;1 - sem passageiros;1 - sem passageiros
2414407;touros;0;0;1 - sem passageiros;1 - sem passageiros
2414456;triunfo potiguar;0;0;1 - sem passageiros;1 - sem passageiros
2414506;umarizal;0;0;1 - sem passageiros;1 - sem passageiros
2414605;upanema;0;0;1 - sem passageiros;1 - sem passageiros
2414704;várzea;0;0;1 - sem passageiros;1 - sem passageiros
2414753;venha-ver;0;0;1 - sem passageiros;1 - sem passageiros
2414803;vera cruz;0;0;1 - sem passageiros;1 - sem passageiros
2414902;viçosa;96;0;2 - até 1.000;1 - sem passageiros
2415008;vila flor;0;0;1 - sem passageiros;1 - sem passageiros
2500106;água branca;0;0;1 - sem passageiros;1 - sem passageiros
2500205;aguiar;0;0;1 - sem passageiros;1 - sem passageiros
2500304;alagoa grande;0;0;1 - sem passageiros;1 - sem passageiros
2500403;alagoa nova;0;0;1 - sem passageiros;1 - sem passageiros
2500502;alagoinha;0;0;1 - sem passageiros;1 - sem passageiros
2500536;alcantil;0;0;1 - sem passageiros;1 - sem passageiros
2500577;algodão de jandaíra;0;0;1 - sem passageiros;1 - sem passageiros
2500601;alhandra;0;0;1 - sem passageiros;1 - sem passageiros
2500700;são joão do rio do peixe;0;0;1 - sem passageiros;1 - sem passageiros
2500734;amparo;0;0;1 - sem passageiros;1 - sem passageiros
2500775;aparecida;0;0;1 - sem passageiros;1 - sem passageiros
2500809;araçagi;0;0;1 - sem passageiros;1 - sem passageiros
2500908;arara;0;0;1 - sem passageiros;1 - sem passageiros
2501005;araruna;0;0;1 - sem passageiros;1 - sem passageiros
2501104;areia;0;0;1 - sem passageiros;1 - sem passageiros
2501153;areia de baraúnas;0;0;1 - sem passageiros;1 - sem passageiros
2501203;areial;0;0;1 - sem passageiros;1 - sem passageiros
2501302;aroeiras;0;0;1 - sem passageiros;1 - sem passageiros
2501351;assunção;0;0;1 - sem passageiros;1 - sem passageiros
2501401;baía da traição;0;0;1 - sem passageiros;1 - sem passageiros
2501500;bananeiras;0;0;1 - sem passageiros;1 - sem passageiros
2501534;baraúna;0;0;1 - sem passageiros;1 - sem passageiros
2501575;barra de santana;0;0;1 - sem passageiros;1 - sem passageiros
2501609;barra de santa rosa;0;0;1 - sem passageiros;1 - sem passageiros
2501708;barra de são miguel;0;0;1 - sem passageiros;1 - sem passageiros
2501807;bayeux;0;0;1 - sem passageiros;1 - sem passageiros
2501906;belém;1705388;81602;6 - a partir de 1.000.001;4 - de 20.001 até 100.000
2502003;belém do brejo do cruz;0;0;1 - sem passageiros;1 - sem passageiros
2502052;bernardino batista;0;0;1 - sem passageiros;1 - sem passageiros
2502102;boa ventura;0;0;1 - sem passageiros;1 - sem passageiros
2502151;boa vista;154166;0;5 - de 100.001 até 1.000.000;1 - sem passageiros
2502201;bom jesus;0;0;1 - sem passageiros;1 - sem passageiros
2502300;bom sucesso;0;0;1 - sem passageiros;1 - sem passageiros
2502409;bonito de santa fé;0;0;1 - sem passageiros;1 - sem passageiros
2502508;boqueirão;0;0;1 - sem passageiros;1 - sem passageiros
2502607;igaracy;0;0;1 - sem passageiros;1 - sem passageiros
2502706;borborema;0;0;1 - sem passageiros;1 - sem passageiros
2502805;brejo do cruz;0;0;1 - sem passageiros;1 - sem passageiros
2502904;brejo dos santos;0;0;1 - sem passageiros;1 - sem passageiros
2503001;caaporã;0;0;1 - sem passageiros;1 - sem passageiros
2503100;cabaceiras;0;0;1 - sem passageiros;1 - sem passageiros
2503209;cabedelo;0;0;1 - sem passageiros;1 - sem passageiros
2503308;cachoeira dos índios;0;0;1 - sem passageiros;1 - sem passageiros
2503407;cacimba de areia;0;0;1 - sem passageiros;1 - sem passageiros
2503506;cacimba de dentro;0;0;1 - sem passageiros;1 - sem passageiros
2503555;cacimbas;0;0;1 - sem passageiros;1 - sem passageiros
2503605;caiçara;0;0;1 - sem passageiros;1 - sem passageiros
2503704;cajazeiras;0;0;1 - sem passageiros;1 - sem passageiros
2503753;cajazeirinhas;0;0;1 - sem passageiros;1 - sem passageiros
2503803;caldas brandão;0;0;1 - sem passageiros;1 - sem passageiros
2503902;camalaú;0;0;1 - sem passageiros;1 - sem passageiros
2504009;campina grande;69833;0;4 - de 10.001 até 100.000;1 - sem passageiros
2504033;capim;0;0;1 - sem passageiros;1 - sem passageiros
2504074;caraúbas;0;0;1 - sem passageiros;1 - sem passageiros
2504108;carrapateira;0;0;1 - sem passageiros;1 - sem passageiros
2504157;casserengue;0;0;1 - sem passageiros;1 - sem passageiros
2504207;catingueira;0;0;1 - sem passageiros;1 - sem passageiros
2504306;catolé do rocha;0;0;1 - sem passageiros;1 - sem passageiros
2504355;caturité;0;0;1 - sem passageiros;1 - sem passageiros
2504405;conceição;0;0;1 - sem passageiros;1 - sem passageiros
2504504;condado;0;0;1 - sem passageiros;1 - sem passageiros
2504603;conde;0;0;1 - sem passageiros;1 - sem passageiros
2504702;congo;0;0;1 - sem passageiros;1 - sem passageiros
2504801;coremas;0;0;1 - sem passageiros;1 - sem passageiros
2504850;coxixola;0;0;1 - sem passageiros;1 - sem passageiros
2504900;cruz do espírito santo;0;0;1 - sem passageiros;1 - sem passageiros
2505006;cubati;0;0;1 - sem passageiros;1 - sem passageiros
2505105;cuité;0;0;1 - sem passageiros;1 - sem passageiros
2505204;cuitegi;0;0;1 - sem passageiros;1 - sem passageiros
2505238;cuité de mamanguape;0;0;1 - sem passageiros;1 - sem passageiros
2505279;curral de cima;0;0;1 - sem passageiros;1 - sem passageiros
2505303;curral velho;0;0;1 - sem passageiros;1 - sem passageiros
2505352;damião;0;0;1 - sem passageiros;1 - sem passageiros
2505402;desterro;0;0;1 - sem passageiros;1 - sem passageiros
2505501;vista serrana;0;0;1 - sem passageiros;1 - sem passageiros
2505600;diamante;0;0;1 - sem passageiros;1 - sem passageiros
2505709;dona inês;0;0;1 - sem passageiros;1 - sem passageiros
2505808;duas estradas;0;0;1 - sem passageiros;1 - sem passageiros
2505907;emas;0;0;1 - sem passageiros;1 - sem passageiros
2506004;esperança;0;0;1 - sem passageiros;1 - sem passageiros
2506103;fagundes;0;0;1 - sem passageiros;1 - sem passageiros
2506202;frei martinho;0;0;1 - sem passageiros;1 - sem passageiros
2506251;gado bravo;0;0;1 - sem passageiros;1 - sem passageiros
2506301;guarabira;0;0;1 - sem passageiros;1 - sem passageiros
2506400;gurinhém;0;0;1 - sem passageiros;1 - sem passageiros
2506509;gurjão;0;0;1 - sem passageiros;1 - sem passageiros
2506608;ibiara;0;0;1 - sem passageiros;1 - sem passageiros
2506707;imaculada;0;0;1 - sem passageiros;1 - sem passageiros
2506806;ingá;0;0;1 - sem passageiros;1 - sem passageiros
2506905;itabaiana;0;0;1 - sem passageiros;1 - sem passageiros
2507002;itaporanga;0;0;1 - sem passageiros;1 - sem passageiros
2507101;itapororoca;0;0;1 - sem passageiros;1 - sem passageiros
2507200;itatuba;0;0;1 - sem passageiros;1 - sem passageiros
2507309;jacaraú;0;0;1 - sem passageiros;1 - sem passageiros
2507408;jericó;0;0;1 - sem passageiros;1 - sem passageiros
2507507;joão pessoa;667075;1104;5 - de 100.001 até 1.000.000;3 - de 1.001 até 20.000
2507606;juarez távora;0;0;1 - sem passageiros;1 - sem passageiros
2507705;juazeirinho;0;0;1 - sem passageiros;1 - sem passageiros
2507804;junco do seridó;0;0;1 - sem passageiros;1 - sem passageiros
2507903;juripiranga;0;0;1 - sem passageiros;1 - sem passageiros
2508000;juru;0;0;1 - sem passageiros;1 - sem passageiros
2508109;lagoa;0;0;1 - sem passageiros;1 - sem passageiros
2508208;lagoa de dentro;0;0;1 - sem passageiros;1 - sem passageiros
2508307;lagoa seca;0;0;1 - sem passageiros;1 - sem passageiros
2508406;lastro;0;0;1 - sem passageiros;1 - sem passageiros
2508505;livramento;0;0;1 - sem passageiros;1 - sem passageiros
2508554;logradouro;0;0;1 - sem passageiros;1 - sem passageiros
2508604;lucena;0;0;1 - sem passageiros;1 - sem passageiros
2508703;mãe d'água;0;0;1 - sem passageiros;1 - sem passageiros
2508802;malta;0;0;1 - sem passageiros;1 - sem passageiros
2508901;mamanguape;0;0;1 - sem passageiros;1 - sem passageiros
2509008;manaíra;0;0;1 - sem passageiros;1 - sem passageiros
2509057;marcação;0;0;1 - sem passageiros;1 - sem passageiros
2509107;mari;0;0;1 - sem passageiros;1 - sem passageiros
2509156;marizópolis;0;0;1 - sem passageiros;1 - sem passageiros
2509206;massaranduba;0;0;1 - sem passageiros;1 - sem passageiros
2509305;mataraca;0;0;1 - sem passageiros;1 - sem passageiros
2509339;matinhas;0;0;1 - sem passageiros;1 - sem passageiros
2509370;mato grosso;0;0;1 - sem passageiros;1 - sem passageiros
2509396;maturéia;0;0;1 - sem passageiros;1 - sem passageiros
2509404;mogeiro;0;0;1 - sem passageiros;1 - sem passageiros
2509503;montadas;0;0;1 - sem passageiros;1 - sem passageiros
2509602;monte horebe;0;0;1 - sem passageiros;1 - sem passageiros
2509701;monteiro;0;0;1 - sem passageiros;1 - sem passageiros
2509800;mulungu;0;0;1 - sem passageiros;1 - sem passageiros
2509909;natuba;0;0;1 - sem passageiros;1 - sem passageiros
2510006;nazarezinho;0;0;1 - sem passageiros;1 - sem passageiros
2510105;nova floresta;0;0;1 - sem passageiros;1 - sem passageiros
2510204;nova olinda;0;0;1 - sem passageiros;1 - sem passageiros
2510303;nova palmeira;0;0;1 - sem passageiros;1 - sem passageiros
2510402;olho d'água;0;0;1 - sem passageiros;1 - sem passageiros
2510501;olivedos;0;0;1 - sem passageiros;1 - sem passageiros
2510600;ouro velho;0;0;1 - sem passageiros;1 - sem passageiros
2510659;parari;0;0;1 - sem passageiros;1 - sem passageiros
2510709;passagem;0;0;1 - sem passageiros;1 - sem passageiros
2510808;patos;0;0;1 - sem passageiros;1 - sem passageiros
2510907;paulista;0;0;1 - sem passageiros;1 - sem passageiros
2511004;pedra branca;0;0;1 - sem passageiros;1 - sem passageiros
2511103;pedra lavrada;0;0;1 - sem passageiros;1 - sem passageiros
2511202;pedras de fogo;0;0;1 - sem passageiros;1 - sem passageiros
2511301;piancó;0;0;1 - sem passageiros;1 - sem passageiros
2511400;picuí;0;0;1 - sem passageiros;1 - sem passageiros
2511509;pilar;0;0;1 - sem passageiros;1 - sem passageiros
2511608;pilões;0;0;1 - sem passageiros;1 - sem passageiros
2511707;pilõezinhos;0;0;1 - sem passageiros;1 - sem passageiros
2511806;pirpirituba;0;0;1 - sem passageiros;1 - sem passageiros
2511905;pitimbu;0;0;1 - sem passageiros;1 - sem passageiros
2512002;pocinhos;0;0;1 - sem passageiros;1 - sem passageiros
2512036;poço dantas;0;0;1 - sem passageiros;1 - sem passageiros
2512077;poço de josé de moura;0;0;1 - sem passageiros;1 - sem passageiros
2512101;pombal;0;0;1 - sem passageiros;1 - sem passageiros
2512200;prata;0;0;1 - sem passageiros;1 - sem passageiros
2512309;princesa isabel;0;0;1 - sem passageiros;1 - sem passageiros
2512408;puxinanã;0;0;1 - sem passageiros;1 - sem passageiros
2512507;queimadas;0;0;1 - sem passageiros;1 - sem passageiros
2512606;quixaba;0;0;1 - sem passageiros;1 - sem passageiros
2512705;remígio;0;0;1 - sem passageiros;1 - sem passageiros
2512721;pedro régis;0;0;1 - sem passageiros;1 - sem passageiros
2512747;riachão;0;0;1 - sem passageiros;1 - sem passageiros
2512754;riachão do bacamarte;0;0;1 - sem passageiros;1 - sem passageiros
2512762;riachão do poço;0;0;1 - sem passageiros;1 - sem passageiros
2512788;riacho de santo antônio;0;0;1 - sem passageiros;1 - sem passageiros
2512804;riacho dos cavalos;0;0;1 - sem passageiros;1 - sem passageiros
2512903;rio tinto;0;0;1 - sem passageiros;1 - sem passageiros
2513000;salgadinho;0;0;1 - sem passageiros;1 - sem passageiros
2513109;salgado de são félix;0;0;1 - sem passageiros;1 - sem passageiros
2513158;santa cecília;0;0;1 - sem passageiros;1 - sem passageiros
2513208;santa cruz;0;0;1 - sem passageiros;1 - sem passageiros
2513307;santa helena;0;0;1 - sem passageiros;1 - sem passageiros
2513356;santa inês;0;0;1 - sem passageiros;1 - sem passageiros
2513406;santa luzia;0;0;1 - sem passageiros;1 - sem passageiros
2513505;santana de mangueira;0;0;1 - sem passageiros;1 - sem passageiros
2513604;santana dos garrotes;0;0;1 - sem passageiros;1 - sem passageiros
2513653;joca claudino;0;0;1 - sem passageiros;1 - sem passageiros
2513703;santa rita;0;0;1 - sem passageiros;1 - sem passageiros
2513802;santa teresinha;0;0;1 - sem passageiros;1 - sem passageiros
2513851;santo andré;0;0;1 - sem passageiros;1 - sem passageiros
2513901;são bento;0;0;1 - sem passageiros;1 - sem passageiros
2513927;são bentinho;0;0;1 - sem passageiros;1 - sem passageiros
2513943;são domingos do cariri;0;0;1 - sem passageiros;1 - sem passageiros
2513968;são domingos;0;0;1 - sem passageiros;1 - sem passageiros
2513984;são francisco;0;0;1 - sem passageiros;1 - sem passageiros
2514008;são joão do cariri;0;0;1 - sem passageiros;1 - sem passageiros
2514107;são joão do tigre;0;0;1 - sem passageiros;1 - sem passageiros
2514206;são josé da lagoa tapada;0;0;1 - sem passageiros;1 - sem passageiros
2514305;são josé de caiana;0;0;1 - sem passageiros;1 - sem passageiros
2514404;são josé de espinharas;0;0;1 - sem passageiros;1 - sem passageiros
2514453;são josé dos ramos;0;0;1 - sem passageiros;1 - sem passageiros
2514503;são josé de piranhas;0;0;1 - sem passageiros;1 - sem passageiros
2514552;são josé de princesa;0;0;1 - sem passageiros;1 - sem passageiros
2514602;são josé do bonfim;0;0;1 - sem passageiros;1 - sem passageiros
2514651;são josé do brejo do cruz;0;0;1 - sem passageiros;1 - sem passageiros
2514701;são josé do sabugi;0;0;1 - sem passageiros;1 - sem passageiros
2514800;são josé dos cordeiros;0;0;1 - sem passageiros;1 - sem passageiros
2514909;são mamede;0;0;1 - sem passageiros;1 - sem passageiros
2515005;são miguel de taipu;0;0;1 - sem passageiros;1 - sem passageiros
2515104;são sebastião de lagoa de roça;0;0;1 - sem passageiros;1 - sem passageiros
2515203;são sebastião do umbuzeiro;0;0;1 - sem passageiros;1 - sem passageiros
2515302;sapé;0;0;1 - sem passageiros;1 - sem passageiros
2515401;são vicente do seridó;0;0;1 - sem passageiros;1 - sem passageiros
2515500;serra branca;0;0;1 - sem passageiros;1 - sem passageiros
2515609;serra da raiz;0;0;1 - sem passageiros;1 - sem passageiros
2515708;serra grande;0;0;1 - sem passageiros;1 - sem passageiros
2515807;serra redonda;0;0;1 - sem passageiros;1 - sem passageiros
2515906;serraria;0;0;1 - sem passageiros;1 - sem passageiros
2515930;sertãozinho;0;0;1 - sem passageiros;1 - sem passageiros
2515971;sobrado;0;0;1 - sem passageiros;1 - sem passageiros
2516003;solânea;0;0;1 - sem passageiros;1 - sem passageiros
2516102;soledade;0;0;1 - sem passageiros;1 - sem passageiros
2516151;sossêgo;0;0;1 - sem passageiros;1 - sem passageiros
2516201;sousa;0;0;1 - sem passageiros;1 - sem passageiros
2516300;sumé;0;0;1 - sem passageiros;1 - sem passageiros
2516409;tacima;0;0;1 - sem passageiros;1 - sem passageiros
2516508;taperoá;0;0;1 - sem passageiros;1 - sem passageiros
